id	fecha	acto	pr	pieza	que_no_se_corrio	razon	impacto	sucesor	estado	cerrado_por	fecha_cierre
NC-260922-GEN2-DIN-LOTE-C2-RESTRINGIDO-1-4e12-02	2026-09-22	GEN2-DIN-LOTE-C2-RESTRINGIDO-1	SIN-PR	Piso C2 restringido del desenlace secundario informal_cualquiera en los 5 pares con formalidad (spec humana §2: «se declara en NO-CORRIDO»)	Sólo se derivó D9 (ahorra_solo_informal); las 5 filas secundario NO-EMITIBLE del dictamen siguen sin piso	FUERA-DE-PERÍMETRO:GEN2-DIN-LOTE-ENIF2024 (el lote consume sólo D9, DIN-lote-enif2024-spec-v1_0.md §1; el secundario no tiene consumidor)	Ninguno hoy: ningún contador ni celda-D lee el secundario de estos pares	mesa -- la firma A de FP-260922-GEN2-DIN-LOTE-C2-RESTRINGIDO-1-4e12-01 (22/sep) no incluye el secundario: queda fuera salvo que un consumidor lo pida; si lo pide, CALC nuevo con el mismo medidor y el desenlace como parametro	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-260922-GEN2-DIN-LOTE-C2-RESTRINGIDO-1-4e12-03	2026-09-22	GEN2-DIN-LOTE-C2-RESTRINGIDO-1	SIN-PR	Clasificación de linaje de la corrida en la vista	registro clasifica el input IN-DICTAMEN (TSV sin campo funcion en spec.yaml) como FUNCION-INDETERMINADA, y la fila deriva origen_numerico/envuelto_legacy = INDETERMINADO	NO-VERIFICABLE-AQUÍ: el spec.yaml sellado no declara funcion en ese input y no se edita tras el run (D-18, E.3); el dictamen es METADATO (lista de pares y n_celdas), no dato numérico | DECISIÓN-DADA:FP-260923-GEN2-TRAMITE-FIRMAS-11-05da-07, 23/sep/2026, verbatim mesa: «A, pero que se explique claramente qué significa.» -- se acepta INDETERMINADO (opción citada en esta misma fila), definido por escrito en docs/registro-glosario.md. Encargar a TUBERÍA que c2-compuesto-dictamen-v1_0.tsv se clasifique como METADATO queda como mejora optativa, no bloqueo.	La vía (iii) de relevo (derivado de GEN2) no podrá leer el origen numérico de esta corrida hasta que el registro clasifique el dictamen; no afecta puntos, IC ni replay	mesa -- aceptar INDETERMINADO, o encargar a TUBERÍA que _funcion_de_dependencia clasifique c2-compuesto-dictamen-v1_0.tsv como METADATO (mismo defecto que NC-260921-GEN2-DUELO-ENVIPE2026-COMMIT-1-8796-05)	CERRADA	ACTO GEN2-TRAMITE-FIRMAS-11 (este acto)	2026-09-23
NC-260922-GEN2-DIN-CREDITO-ESCOLARIDAD-2-0af9-01	2026-09-22	GEN2-DIN-CREDITO-ESCOLARIDAD-2	PR #1005	COMMIT-3 · registro en la vista (E.7); criterio de «hecho»: `grep -c ESCOLARIDAD-0002 data/corrida0/corridas.tsv` -> 1	Las filas propias (1 corrida, 1346 RESULT) no se publican en corridas.tsv/resultados.tsv. `corrida0 registro --verifica --escribe --lote CALC-DIN-CREDITO-PREDICCION-2024-ESCOLARIDAD-0002` corre en el arbol (exit 0; 0 transiciones de replay; usos.tsv identico) y ademas arrastra 21 CALC ajenos sellados sin fila (20449 RESULT, incluido el -0001); las tres vistas se revirtieron al byte de origin/main	"DIFERIDO-A:acto TUBERIA (firma de mesa (a) sobre FP-260922-GEN2-DIN-CREDITO-ESCOLARIDAD-2-0af9-01 y FP-260922-GEN2-PENDIENTES-CAJA-1-c09b-02, ADENDA-2): el job del push a main publicara la fila al fusionar, derivando el lote del asiento de este acto en replay-evidencia.tsv · ENMIENDA FECHADA 2026-09-22 (ACTO GEN2-TUBERIA-CANAL-PUBLICACION-1, ADR-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01): el canal existe y esta PROBADO (push sintetico en rama: camino feliz y camino de guardia) -- PR propuesto, mesa fusiona. NO se cierra: la fila SIGUE sin publicarse en corridas.tsv/resultados.tsv hasta que main reciba un push real con un asiento nuevo en replay-evidencia.tsv que dispare el lote (o el catch-up explicito que FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 pregunta a mesa, dado el drift medido de 13 corridas ajenas). | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	la corrida queda «sellada en disco, no registrada»: verificada REPRODUCE/IDENTICO y asentada en replay-evidencia.tsv, contada por `corrida0 status` (proyeccion), ausente de la vista publicada; ningun contador de adopcion se mueve (no adopta)	primer push real a main que traiga un asiento nuevo en replay-evidencia.tsv (el mecanismo ya existe, ver PR de GEN2-TUBERIA-CANAL-PUBLICACION-1); o el catch-up de mesa si el drift bloquea (FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01) · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8): mesa firmo FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 opcion (a) -- bandera de lote ESTRICTO (sucesor GEN2-TUBERIA-LOTE-ESTRICTO-1). Esta fila cierra con el primer push real TRAS el lote estricto, no con cualquier push. No se cierra aqui.	ABIERTA
NC-260922-GEN2-DIN-CREDITO-ESCOLARIDAD-2-0af9-02	2026-09-22	GEN2-DIN-CREDITO-ESCOLARIDAD-2	PR #1005	CONTADOR: «celdas_validadas puede subir si las 4 celdas de escolaridad × 9 conductas entran con veredicto (reportado, no prometido)»	Las 4 celdas × 9 conductas sí entraron con veredicto sellado (ADJ16), pero celdas_validadas sigue en 92: tools/tablero_programa.py::_celdas_validadas sólo lee data/corrida0/marcador-segmento.tsv y las celdas-D adjudicadas, y ningún CALC-DIN-CREDITO-PREDICCION-2024-* (ni el -0001) pasa por ahí	DECISIÓN-DE-MESA-PENDIENTE: si las celdas adjudicadas de esta línea (predicción de marginales de crédito 2024, sin celda-D) deben contar en la métrica rectora; hoy la métrica no las ve por construcción	celdas_validadas no se mueve (reportado); ninguna adopción	mesa -- decidir si las adjudicaciones selladas de CALC-DIN-CREDITO-PREDICCION-2024-* entran a celdas_validadas (vía celda-D o fila de marcador) o quedan fuera por diseño	ABIERTA		
NC-260922-GEN2-PENDIENTES-CAJA-1-c09b-01	2026-09-22	GEN2-PENDIENTES-CAJA-1	PR #1004	P1 · una escritura registro --escribe --lote <todas las asentadas>	La vista re-derivada en caja (data/corrida0/corridas.tsv sha256 fd903c41..., resultados.tsv sha256 0e27682f...; comando: python3 tools/corrida0.py registro --escribe --lote <los 30 CALC de forense/notas/2026-09-22-GEN2-PENDIENTES-CAJA-1-evidencia-replay.json>) NO viaja en el PR: la guarda bloqueante verify.yml:546 (firma de mesa 21/sep §2(2)) impide que un PR toque un DERIVADO y el job del push a main no corre registro (exige --lote). Los 30 asientos SI viajan.	"DECISIÓN-DE-MESA-PENDIENTE: respuesta de mesa del 22/sep «PR sin derivados + FP a mesa»; desde #984 ningun acto puede publicar corridas/resultados/usos.tsv | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	21 corridas selladas siguen sin fila en la vista publicada (18 sin registrar por sus actos + 3 SPEC-FIJADA->SELLADA) y 13 filas siguen NO-VERIFICADO aunque ya tienen asiento; status (deriva en vivo) no cambia: N_corridas_selladas=154, N_resultados_gen2_sellados=44177	TUBERIA -- firma de mesa 22/sep sobre FP-260922-GEN2-PENDIENTES-CAJA-1-c09b-02, opcion (a): el job del push a main corre registro --verifica --escribe --lote con el lote derivado del diff de forense/replay-evidencia.tsv	ABIERTA		
NC-260922-GEN2-PENDIENTES-CAJA-1-c09b-02	2026-09-22	GEN2-PENDIENTES-CAJA-1	PR #1004	P2 · NC-0270: consecuencia de la confirmacion	La fila localidad de data/crosswalk-ejes-arbitro-modelo-v1_0.tsv sigue con evidencia_grado de segunda mano: NC-0270 pedia subirla a ABIERTA si el catalogo confirmaba, y confirmo (tloc = tam_loc, 4 umbrales identicos).	FUERA-DE-PERÍMETRO: la tabla es de GEN2-CROSSWALK-EJES-1 y el perimetro de este acto no la nombra	ninguno: el veredicto MAPEO-N-A-1 no cambia; solo el grado de evidencia declarado	mesa -- ordena el acto que edite la fila localidad del crosswalk de ejes citando forense/notas/2026-09-22-GEN2-PENDIENTES-CAJA-1-nota.md §2.1	ABIERTA		
NC-260922-GEN2-PENDIENTES-CAJA-1-c09b-03	2026-09-22	GEN2-PENDIENTES-CAJA-1	PR #1004	P1 · verify aislado de CALC-PISO-PERSISTENCIA-ERROR-0001	verify da NO-EJECUTABLE (CONTEXTO=IDENTICO): faltan RESULT sellados porque el medidor importa tools/marcador_segmento.py VIVO y deriva el marcador del arbol (M.deriva()); ese archivo cambio 7 veces despues del sello 24afe8b9 (ultimo 0ecf1caf, 22/sep). Asentado tal cual; no se fuerza.	DECISIÓN-DE-MESA-PENDIENTE: una corrida sellada no se reescribe (E.3); reproducirla exige un CALC sucesor que congele el marcador como constancia (D-22(4))	la corrida sigue SELLADA con cuenta_gen2=SI pero su replay vigente es NO-EJECUTABLE; status no cambia	mesa -- decide si se sucede con un CALC nuevo que congele el marcador como constancia o se deja NO-EJECUTABLE declarado	ABIERTA		
NC-260922-GEN2-PENDIENTES-CAJA-1-c09b-04	2026-09-22	GEN2-PENDIENTES-CAJA-1	PR #1004	firma de mesa 22/sep sobre FP-260922-GEN2-PENDIENTES-CAJA-1-c09b-01, opcion (b)	Re-declarar el rotulo 60+ como 60-96, con la exclusion de 97+ escrita como reserva en data/crosswalk-ejes-arbitro-modelo-v1_0.tsv (fila edad) y en las celdas afectadas; ningun sello se toca. El veredicto EQUIVALENTE entre ENVIPE 2025, ENCIG 2025 y ENIF 2024 se mantiene.	FUERA-DE-PERÍMETRO: la tabla es de GEN2-CROSSWALK-EJES-1 y las celdas de sus actos; el perimetro de este encargo no las nombra	ninguno sobre cifras: sin cambiar ningun sello; hasta ejecutarla, un lector puede leer 60+ como «60 y mas»	mesa -- ordena el acto que edite el crosswalk de ejes y las celdas con tramos_edad (mismo acto que NC-260922-GEN2-PENDIENTES-CAJA-1-c09b-02); corte sucesor con 97 dentro solo si el marcador lo pide con dato	ABIERTA		
NC-260922-GEN2-DUELO-ENVIPE2026-EJECUCION-1-c2b4-01	2026-09-22	GEN2-DUELO-ENVIPE2026-EJECUCION-1	(propuesto, sin fusionar)	"«""Hecho"" = … ninguna lectura de `envipe2026_csv` en el historial antes del commit de COMMIT-3 (`git log -p -S envipe2026 -- data/corrida0/CALC-DUELO-ENVIPE2026-EMISIONES-0001` vacío)» y PARO a) «cualquier lectura de `envipe2026_csv` fuera de `ADJUDICACION-0001` en COMMIT-3»."	Distinta de lo pedido: las emisiones abrieron 2026 por el guardián con reservada=True (marginales de un eje para C2), como manda la spec sellada §9.	PARO-PREMISA — el encargo supuso emisiones «sobre 2018–2025»; la spec sellada y el medidor congelado cargan 2026 reservada en emisiones (F7). Pregunta a mesa 22/sep; respuesta verbatim «Correr según la spec (Recom.)». El git log -S no puede salir vacío: el spec.yaml congelado ya contiene la cadena. Sustituido por G-RESERVA-GUARDIA-PROBADA/G-RESERVA-OLA-CARGADA-RESERVADA y tests/test_duelo_envipe2026_ejecucion.py.	Ninguno: el duelo corre como se selló; lo que cambia es la forma de probar la ceguera.	mesa -- ratifica o corrige la lectura del PARO a) al fusionar	CERRADA	GEN2-DUELO-ENVIPE2026-EJECUCION-1 (respuesta de mesa verbatim en la nota §0)	2026-09-22
NC-260922-GEN2-DUELO-ENVIPE2026-EJECUCION-1-c2b4-02	2026-09-22	GEN2-DUELO-ENVIPE2026-EJECUCION-1	(propuesto, sin fusionar)	«+2 corridas selladas y registradas» — filas de `data/corrida0/corridas.tsv`/`resultados.tsv`/`usos.tsv` para los dos CALC.	No se corrió `corrida0 registro --verifica --escribe --lote` en la rama.	"DECISIÓN-DE-MESA-PENDIENTE — los derivados no viajan en PR (guarda bloqueante `derivados_protegidos.py --toca`, firma P4 del 21/sep) y el job de push a main excluye `registro` a propósito (exige `--lote`, juicio de mesa). Mismo hueco para CALC-ENIGH-DUELO-* (#994, 0 filas en corridas.tsv). | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	corridas.tsv no cuenta las 2 corridas hasta que alguien las registre; sellos, verify y replay-evidencia sí están.	mesa -- decide quién corre `corrida0 registro --verifica --escribe --lote CALC-DUELO-ENVIPE2026-EMISIONES-0001,CALC-DUELO-ENVIPE2026-ADJUDICACION-0001` tras el merge	ABIERTA		
NC-260922-GEN2-DUELO-ENVIPE2026-EJECUCION-1-c2b4-03	2026-09-22	GEN2-DUELO-ENVIPE2026-EJECUCION-1	(propuesto, sin fusionar)	«celda-D/marcador **no** (su dueño; se le deja el veredicto por id)».	La celda-D y el marcador no consumen el veredicto en este acto.	DIFERIDO-A:dueño de la celda-D/marcador — perímetro §9 del encargo lo excluye; el veredicto queda por id: RESULT-DUELO26-ADJ-G-SXD-VEREDICTO-PRIMARIO, -G-EXD-VEREDICTO-PRIMARIO, -G-NAC-EN/ND-B-BIS-LECTURA-MECANICA.	celdas_validadas/marcador no se mueven por este acto.	mesa -- asigna al dueño de celda-D/marcador el consumo del veredicto del duelo ENVIPE 2026	ABIERTA		
NC-260922-GEN2-DUELO-ENVIPE2026-EJECUCION-1-c2b4-04	2026-09-22	GEN2-DUELO-ENVIPE2026-EJECUCION-1	(propuesto, sin fusionar)	«Test que asierta desde el historial …» cableado en CI.	Los cuatro tests de orden se saltan en el clon shallow de CI (NC-0273); los dos de guardia sí corren.	NO-VERIFICABLE-AQUÍ — CI clona con --depth=1; censado en censo-tests.tsv (fila propia), --ejecuta-huerfanos: OK en CAJA.	El orden COMMIT-2 → 3a → 3 sólo se re-prueba con historia completa.	mesa -- FP-398 (a) o clon completo en CI	ABIERTA		
NC-260922-GEN2-DIN-CREDITO-PISOS-1870-RUN-1-009f-01	2026-09-22	GEN2-DIN-CREDITO-PISOS-1870-RUN-1	1008	P3 registro	registro --verifica --escribe --lote del -0001 / fila en corridas.tsv (ADENDA-1)	"FUERA-DE-PERÍMETRO:GEN2-TUBERIA-EFICIENCIA-1 (su firma del 21/sep §2(2) saca los derivados de todo PR, verify.yml:542-546; el job de main no corre registro, verify.yml:358-391); fila medida en seco: SELLADA · GEN2 · cuenta_gen2=SI · REPRODUCE · IDENTICO · ENMIENDA FECHADA 2026-09-22 (ACTO GEN2-TUBERIA-CANAL-PUBLICACION-1, ADR-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01): el canal existe y esta PROBADO (push sintetico en rama: camino feliz y camino de guardia) -- PR propuesto, mesa fusiona. NO se cierra: la fila SIGUE sin publicarse en corridas.tsv/resultados.tsv hasta que main reciba un push real con un asiento nuevo en replay-evidencia.tsv que dispare el lote (o el catch-up explicito que FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 pregunta a mesa, dado el drift medido de 13 corridas ajenas). | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	la corrida sigue «sellada en disco, no registrada»; corridas.tsv/resultados.tsv publicados no la muestran (status sí, porque re-deriva en memoria)	primer push real a main que traiga un asiento nuevo en replay-evidencia.tsv (el mecanismo ya existe, ver PR de GEN2-TUBERIA-CANAL-PUBLICACION-1); o el catch-up de mesa si el drift bloquea (FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01) · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8): mesa firmo FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 opcion (a) -- bandera de lote ESTRICTO (sucesor GEN2-TUBERIA-LOTE-ESTRICTO-1). Esta fila cierra con el primer push real TRAS el lote estricto, no con cualquier push. No se cierra aqui.	ABIERTA
NC-260922-GEN2-DIN-CREDITO-PISOS-1870-RUN-1-009f-02	2026-09-22	GEN2-DIN-CREDITO-PISOS-1870-RUN-1	1008	hallazgo de aparato (ADENDA-1)	un CI que revierte corridas.tsv/resultados.tsv puede borrar el registro de corridas selladas y dejar el contador mintiendo (E.7)	FUERA-DE-PERÍMETRO:GEN2-TUBERIA-EFICIENCIA-1 -- evidencia: 344739d1 quitó las filas de 17d27f82; hoy la vista publicada va 18 corridas atrás (285 filas frente a 303 derivadas; +44/−26 filas de corrida y +21951/−1502 RESULT en el diff en seco). El revert protege «los derivados no viajan en un PR»; destruye la única vía que tenían las filas selladas para llegar a la vista, porque nadie corre registro sobre main	toda corrida sellada desde el 21/sep queda fuera de la vista publicada; quien lee corridas.tsv sin re-derivar ve un contador atrasado	DIRECCION -- redacta el encargo sobre el revert 344739d1 de GEN2-TUBERIA-EFICIENCIA-1 que dejo la vista publicada 18 corridas atras (285 vs 303 filas): que protege y que destruye	ABIERTA		
NC-260922-GEN2-DIN-CREDITO-PISOS-1870-RUN-1-009f-03	2026-09-22	GEN2-DIN-CREDITO-PISOS-1870-RUN-1	1008	P3 asiento E.7	asiento en replay-evidencia.tsv con cita a 17d27f82 (ADENDA-1)	SUSTITUIDO-POR:GEN2-PENDIENTES-CAJA-1 (PR #1004): absorbe los asientos de …RECORTE1870-0001--f1469f52d4b3 y …K2-BANCARIA-HISTORIA-0001--78664b318a0c, los dos REPRODUCE/IDENTICO; no queda nada huérfano si #1004 se fusiona. Asiento propio retirado (c38af42d) para no tener dos escritores	ninguno si #1004 se fusiona; si no, falta el asiento de los dos CALC	GEN2-PENDIENTES-CAJA-1 (PR #1004)	ABIERTA		
NC-260922-GEN2-DIN-CREDITO-PISOS-1870-RUN-1-009f-04	2026-09-22	GEN2-DIN-CREDITO-PISOS-1870-RUN-1	1008	K2 en lote (ADENDA-1)	K2-BANCARIA-HISTORIA … Va en lote contigo (D-11)	DIFERIDO-A:GEN2-DIN-CREDITO-K2-HISTORIA-RUN-1 -- mesa no confirmó que la sesión de ~/mm-gen2-din-credito-k2-historia-run-1 esté muerta (respuesta: «termina el encargo»); evidencia a las 14:19: sin commits, sin rama remota, nada modificado después de las 13:46	K2 sigue NO-CORRIDA en la vista publicada, aunque tiene resultados.json	GEN2-DIN-CREDITO-K2-HISTORIA-RUN-1 (si su sesión está muerta: mesa -- registro --verifica --escribe --lote CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0001 sobre main)	CERRADA	ADR-260922-GEN2-DIN-CREDITO-K2-HISTORIA-RUN-1-ef6f-01 (PR #1012; K2 corrio como -0002, sellado y asentado)	2026-09-22
NC-260922-GEN2-ESTADO-V15-1-7e23-01	2026-09-22	GEN2-ESTADO-v1_15-1	SIN-PR	Numero de PR exacto de TRAMITE-FIRMAS-6	gh no disponible en este entorno de sesion; rama acto/gen2-tramite-firmas-6 confirmada en origin sin fusionar por git branch -r	NO-VERIFICABLE-AQUI	S14 declara la rama viva sin citar su numero de PR	GEN2-TRAMITE-FIRMAS-6	CERRADA	GEN2-ESTADO-v1_15-1 (PR #1001 fusiono en vuelo, re-verificado con git log --merges)	2026-09-22
NC-260922-GEN2-ESTADO-V15-1-7e23-02	2026-09-22	GEN2-ESTADO-v1_15-1	SIN-PR	Conteo agregado de PR con y sin recibo Codex en la ventana 18-22/sep		NO-VERIFICABLE-AQUI -- recibos no se anuncian en titulo de merge; cruzar 357 merges contra actos de recibo excede el rigor verificable en esta sesion	S14 reporta recibos por nombre y el negativo del grep sobre titulos, sin conteo agregado	RECIBO-CODEX-N (proximo)	ABIERTA		
NC-260922-GEN2-ESTADO-V15-1-7e23-03	2026-09-22	GEN2-ESTADO-v1_15-1	SIN-PR	Revision celda por celda de las 92 filas de celdas_validadas por adopciones de mesa posteriores a ccd7c0eb		FUERA-DE-PERIMETRO -- repetir a mano lo que celdas_validadas/marcador_segmento.py ya derivan por comando seria tecleado, no derivado; es perimetro de quien mantenga esos derivadores	Ninguno sobre S14, que ya cita cifras vigentes por comando	GEN2-ESTADO-v1_16 (proximo retrato)	ABIERTA		
NC-260922-GEN2-TRAMITE-PENDIENTES-1-18fa-01	2026-09-22	GEN2-TRAMITE-PENDIENTES-1	#1011	P1(b) · lecturas WBES/ENIGH del carril Codex (NC-0316, NC-0320, NC-0321, NC-0326)	asentar cuenta_gen2 = NO y cerrar las cuatro NC con la firma P1(b)	DECISIÓN-DE-MESA-PENDIENTE: choca con la firma 3A del 21/sep (forense/encargos/2026-09-21-GEN2-TRAMITE-FIRMAS-3-PROPAGACION.md): los cuatro CALC ya cuentan SI con replay REPRODUCE	NC-0316/0320/0321/0326 siguen ABIERTAS; cuenta_gen2 sin cambio (asentar NO restaria 4 a N_corridas_selladas)	FP-260922-GEN2-TRAMITE-PENDIENTES-1-18fa-02	CERRADA	ACTO GEN2-TRAMITE-PENDIENTES-1 con FIRMA DE MESA 22/sep/2026, verbatim «a» (opcion (a) de FP-260922-GEN2-TRAMITE-PENDIENTES-1-18fa-02), recibida en la sesion del ACTO GEN2-TRAMITE-PENDIENTES-1 (PR #1011)	2026-09-22
NC-260922-GEN2-TRAMITE-PENDIENTES-1-18fa-02	2026-09-22	GEN2-TRAMITE-PENDIENTES-1	#1011	criterio de hecho: grep -c PENDIENTE-DE-MESA data/corrida0/corridas.tsv menor en exactamente 4	publicar en corridas.tsv las 4 corridas de P1(a) con cuenta_gen2=SI	DIFERIDO-A: canal T6 (FP-260922-GEN2-PENDIENTES-CAJA-1-c09b-02, opcion a): los derivados no viajan en PR (tools/derivados_protegidos.py); en seco solo cambian esas 4 filas previas, y la vista esta atrasada 18 corridas (10 naceran PENDIENTE-DE-MESA)	corridas.tsv sigue diciendo PENDIENTE-DE-MESA en las 4 hasta que corra el canal; corrida0.py status ya las cuenta	conversacion TUBERIA (FP c09b-02)	ABIERTA		
NC-260922-GEN2-DIN-CREDITO-K2-HISTORIA-RUN-1-ef6f-01	2026-09-22	GEN2-DIN-CREDITO-K2-HISTORIA-RUN-1	PR #1012	P3 · Vista: «registro y asiento en el mismo acto (E.7)»; criterio de «hecho»: «fila en corridas.tsv»	Las filas de CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002 (1 corrida, 92 RESULT) y la transicion del -0001 a SUPERADO no se publican en data/corrida0/corridas.tsv/resultados.tsv; proyeccion en seco: -0001 SUPERADO→-0002, -0002 SELLADA · GEN2 · cuenta_gen2=SI. El asiento de replay si viaja (forense/replay-evidencia.tsv)	"DIFERIDO-A:acto TUBERIA (firma de mesa (a) sobre FP-260922-GEN2-PENDIENTES-CAJA-1-c09b-02): desde #984 verify.yml:542-546 impide que un PR toque un derivado y el job del push a main aun no corre registro (verify.yml:369-370 exige --lote) · ENMIENDA FECHADA 2026-09-22 (ACTO GEN2-TUBERIA-CANAL-PUBLICACION-1, ADR-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01): el canal existe y esta PROBADO (push sintetico en rama: camino feliz y camino de guardia) -- PR propuesto, mesa fusiona. NO se cierra: la fila SIGUE sin publicarse en corridas.tsv/resultados.tsv hasta que main reciba un push real con un asiento nuevo en replay-evidencia.tsv que dispare el lote (o el catch-up explicito que FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 pregunta a mesa, dado el drift medido de 13 corridas ajenas). | ENMIENDA FECHADA 23/sep/2026 (P4, ACTO GEN2-TRAMITE-FIRMAS-11): P4 verificó por comando (mcp github actions_list/get_job_logs) que el canal de publicación NO funciona desde #1028 -- en TODOS los push a main desde entonces (verificados: runs de #1028, #1039, incluido el primer push real tras el lote estricto), el job `guardias` falla en el paso previo ('Re-deriva por comando') con `remote: - Required status check ""check"" is expected` (GH013, regla de rama), lo que deja el paso 'Canal de publicación' en SKIPPED -- no es REPLAY-PISADO como se anticipaba. NC DIFERIDO-A: GEN2-TUBERIA-CANAL-REPARACION-1. Esta fila NO cierra: el sustituto que el encargo pedía verificar no existe."	la corrida queda «sellada en disco, no registrada»: corrida0 status la cuenta (proyeccion), la vista publicada no; ningun contador de adopcion se mueve (no adopta)	primer push real a main que traiga un asiento nuevo en replay-evidencia.tsv (el mecanismo ya existe, ver PR de GEN2-TUBERIA-CANAL-PUBLICACION-1); o el catch-up de mesa si el drift bloquea (FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01) · ENMIENDA FECHADA 2026-09-23 (ACTO GEN2-TRAMITE-FIRMAS-8): mesa firmo FP-260922-GEN2-TUBERIA-CANAL-PUBLICACION-1-7d98-01 opcion (a) -- bandera de lote ESTRICTO (sucesor GEN2-TUBERIA-LOTE-ESTRICTO-1). Esta fila cierra con el primer push real TRAS el lote estricto, no con cualquier push. No se cierra aqui.	ABIERTA
