# DERIVADO — NO EDITAR (tools/nc_por_clase.py, ACTO GEN2-SENAL-1 · P2)
# universo: 177 filas ABIERTA de 446 en forense/no-corrido.tsv
# `SUCESOR-YA-FUSIONADO` es CANDIDATO: no autoriza cerrar. El cierre exige
# evidencia POR PRODUCTO, una fila a la vez. Nunca en bloque.
# ACTO GEN2-SENAL-1 verifico a mano las 20 candidatas mas probables:
# CERO de las 18 SUCESOR-YA-FUSIONADO resistieron. Ver columna
# `verificado_por_producto_en_senal_1`. El campo `sucesor` NO predice el cierre.
id	fecha	acto_que_la_abrio	pr	clase	que_le_falta	evidencia_derivada	verificado_por_producto_en_senal_1	pieza	que_no_se_corrio	sucesor_declarado
NC-0385	2026-09-19	GEN2-PISOS-ENIF2021-FORMALIDAD-1	PR #915	ESPERA-FIRMA	espera FP-396	FP-396=ABIERTA		LO QUE NO HACE -- error de persistencia de estas 6 celdas (CALC nuevo, sucesor de CALC-PISO-PERSISTENCIA-ERROR-0001) y d	Excluido por el encargo («No mide el error de persistencia de estas celdas (sucesor: CALC nuevo)»). El piso existe sellado pero su error contra R de 2024 no esta derivado; cuenta_gen2 nace PENDIENTE-DE-MESA.	FP-396; CALC-PISO-PERSISTENCIA-ERROR-000n (SIN-ASIGNAR)
NC-0387	2026-09-20	GEN2-GUARDIAN-ENVIPE-EJES-IC-1	PR #916	ESPERA-FIRMA	espera FP-397	FP-397=ABIERTA		CONTADOR -- «cuenta_gen2 = SI propuesto, nace PENDIENTE-DE-MESA»	La spec declara cuenta_gen2=SI; el registro aplica E.1 (ACTO GEN2-T9, D-1) y lo baja a NO con motivo mecanico: la cadena consume RESULT que dependen de IN-ARBITRO-MARGINALES = milpa/tramite-ola5-propuesta-v0.yaml (LEGACY GEN1), envuelto_leg	FP-397 (1)
NC-0388	2026-09-20	GEN2-GUARDIAN-ENVIPE-EJES-IC-1	PR #916	ESPERA-FIRMA	espera FP-397	FP-397=ABIERTA		LO QUE NO HACE -- «no actualiza el marcador»	Las 38 emisiones de ENVIPE 2025 siguen en data/corrida0/c2-compuesto-emisiones-v1_0.tsv con tipo_incertidumbre = NO-PROPAGADA-COVARIANZA-NO-SELLADA e ic95_inf/ic95_sup vacios, aunque el IC ya existe sellado en CALC-C2-COMPUESTO-IC-ENVIPE202	FP-397 (2)
NC-0392	2026-09-20	GEN2-RELEVO-TANDA-2	PR-PENDIENTE	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P2 -- escribir la procedencia de RES-0028: corrida0_resultado_id: RESULT-ENVIPE-RES0028-Q-C2-U4 + corrida0_generacion: G	La firma FP-391 esta acreditada por texto: la lectura de cinco dimensiones contra CALC-ENVIPE-RES0028-U4-DERIVADO-0001/spec.yaml CASA en evento, universo, unidad, ola y denominador (n=13023 personas, masa FAC_ELE=14982594.0, p+q=1.0, DELTA-	Acto sucesor que emita un CALC derivado sucesor de CALC-ENVIPE-RES0028-U4-DERIVADO-0001 con los `inputs` de sello clasificados (o con origen numerico acreditado por otra via), y entonces escriba la procedencia. Alternativa de mesa: declarar
NC-0393	2026-09-20	GEN2-RELEVO-TANDA-2	PR-PENDIENTE	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P4 -- corregir que tools/relevo_usos.py proponga para RES-0028 el complemento sobre delitos habiendo uno sobre personas 	Asentado sin arreglarlo, como pidio el encargo, y con la conjetura del encargo corregida: el CALC derivado SI declara pin al slot -- CALC-ENVIPE-RES0028-U4-DERIVADO-0001/spec.yaml:102 dice `candidato para RES-0028` en resultados[].unidad. L	Mismo acto sucesor de NC-0392 (que emitira la spec sucesora y puede escribir el pin con la preposicion que RE_ENLACE acepta), o un acto de herramienta que amplie RE_ENLACE y anada regresion. Semilla PARA-v2.15 anotada en hallazgos.md.
NC-0394	2026-09-20	GEN2-RELEVO-TANDA-2	PR-PENDIENTE	ESPERA-ACTO-NOMBRADO	espera GEN2-RECIBO-CODEX (encargo NO-ENCONTRADO)	GEN2-RECIBO-CODEX=encargo NO-ENCONTRADO		P5 -- cuenta_gen2 de CALC-ENVIPE-RES0028-U4-DERIVADO-0001	El encargo lo excluye explicitamente: `cuenta_gen2 de CALC-ENVIPE-RES0028-U4-DERIVADO-0001 no se decide aqui (sigue PENDIENTE-DE-MESA; dilo)`. Se dice: sigue PENDIENTE-DE-MESA en data/corrida0/corridas.tsv y en su spec.yaml (etiquetas.cuent	Mesa, en la via de RECIBO (los actos GEN2-RECIBO-CODEX-* son los que han venido firmando cuenta_gen2 por lote).
NC-0395	2026-09-20	GEN2-RELEVO-TANDA-2	PR-PENDIENTE	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P3 -- causa raiz de los DOS usos legacy que aparecen solo despues de la adopcion	Medido y reportado, no perseguido. Base re-derivada en worktree limpio de origin/main (registro --escribe con exit 0): 228 filas de uso, 182 legacy. Esta rama: 230 filas, 173 legacy. La descomposicion esta verificada por consumidor: salen e	Acto de herramienta sobre tools/corrida0.py (fuera del perimetro de este acto, que no lista corrida0.py) que instrumente _filas_registro y decida si RES-0175/RES-0198 debian estar en la vista antes de la adopcion; alternativamente el acto s
NC-0396	2026-09-20	GEN2-CI-GUARDIAS-VIVAS-1	n/a	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- censo, FALLA-DE-VERDAD	tests/test_adq_descubrimiento.py -- se ejecuto (ya no es huerfano de facto: el job `guardias` lo detecta y lo salta en voz alta) pero su contenido falla; no se arregla en este acto (D-14, fuera de perimetro)	SIN-ASIGNAR (acto que corrija el contenido de este test y lo saque de la lista de SKIP del job `guardias`)
NC-0398	2026-09-20	GEN2-CI-GUARDIAS-VIVAS-1	n/a	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- censo, FALLA-DE-VERDAD	tests/test_censo_derivado.py -- se ejecuto (ya no es huerfano de facto: el job `guardias` lo detecta y lo salta en voz alta) pero su contenido falla; no se arregla en este acto (D-14, fuera de perimetro)	SIN-ASIGNAR (acto que corrija el contenido de este test y lo saque de la lista de SKIP del job `guardias`)
NC-0399	2026-09-20	GEN2-CI-GUARDIAS-VIVAS-1	n/a	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- censo, FALLA-DE-VERDAD	tests/test_cierre_acto.py -- se ejecuto (ya no es huerfano de facto: el job `guardias` lo detecta y lo salta en voz alta) pero su contenido falla; no se arregla en este acto (D-14, fuera de perimetro)	SIN-ASIGNAR (acto que corrija el contenido de este test y lo saque de la lista de SKIP del job `guardias`)
NC-0400	2026-09-20	GEN2-CI-GUARDIAS-VIVAS-1	n/a	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- censo, FALLA-DE-VERDAD	tests/test_consulta_gen2.py -- se ejecuto (ya no es huerfano de facto: el job `guardias` lo detecta y lo salta en voz alta) pero su contenido falla; no se arregla en este acto (D-14, fuera de perimetro)	SIN-ASIGNAR (acto que corrija el contenido de este test y lo saque de la lista de SKIP del job `guardias`)
NC-0401	2026-09-20	GEN2-CI-GUARDIAS-VIVAS-1	n/a	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- censo, FALLA-DE-VERDAD	tests/test_motor_gen2_explicito.py -- se ejecuto (ya no es huerfano de facto: el job `guardias` lo detecta y lo salta en voz alta) pero su contenido falla; no se arregla en este acto (D-14, fuera de perimetro)	SIN-ASIGNAR (acto que corrija el contenido de este test y lo saque de la lista de SKIP del job `guardias`)
NC-0403	2026-09-20	GEN2-CI-GUARDIAS-VIVAS-1	n/a	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- censo, FALLA-DE-VERDAD	tests/test_relevo_encuci_f2.py -- se ejecuto (ya no es huerfano de facto: el job `guardias` lo detecta y lo salta en voz alta) pero su contenido falla; no se arregla en este acto (D-14, fuera de perimetro)	SIN-ASIGNAR (acto que corrija el contenido de este test y lo saque de la lista de SKIP del job `guardias`)
NC-0407	2026-09-20	GEN2-CELDA-D-PILOTO-3-EJECUCION	924	SUCESOR-YA-FUSIONADO	FP firmada(s) y acto GEN2-CELDA-D-PILOTO-3-COMMIT-1-V1 con nota de cierre	FP-399=FIRMADA · FP-400=FIRMADA	NO-RESUELTA · COMMIT-2 del piloto 3 sin sellar (verificado en disco)	COMMIT-2 -- Emisiones	Ejecutar medidor.py en su modo de emision y sellar CALC-GOB-DIGITAL-EXE-EMISIONES-0001 (C2, C1a, C1b, S1/2, Slambda por celda con IC replica por replica; tercer requisito de soporte n>=200 en 2025; vista y replay)	ENMIENDA FECHADA 20/sep/2026 (ACTO GEN2-CELDA-D-PILOTO-3-COMMIT-1-v1_1, FP-399 y FP-400 FIRMADAS): la premisa que paraba (codigo congelado sin cuerpo; guardia S2 como paro mecanico) queda RESUELTA -- CALC-GOB-DIGITAL-EXE-EMISIONES-0002/medi
NC-0408	2026-09-20	GEN2-CELDA-D-PILOTO-3-EJECUCION	924	SUCESOR-YA-FUSIONADO	acto sucesor GEN2-CELDA-D-PILOTO-3-COMMIT-1-V1 tiene nota de cierre	GEN2-CELDA-D-PILOTO-3-COMMIT-1-V1 -> nota-2026-09-20-gen2-celda-d-piloto-3-commit-1-v1_1.md	NO-RESUELTA · COMMIT-3 del piloto 3 sin sellar (verificado en disco)	COMMIT-3 -- R y adjudicacion	Derivar R(a,b) de ENCIG 2025, adjudicar por celda (dos condiciones INDECIDIBLE verbatim), regla de 3/4, DeltaMAE con IC, B-bis; sellar el CALC de arbitro-cruce	ENMIENDA FECHADA 20/sep/2026 (ACTO GEN2-CELDA-D-PILOTO-3-COMMIT-1-v1_1): el codigo del COMMIT-3 existe y esta congelado -- CALC-GOB-DIGITAL-EXE-ADJUDICACION-0001/adjudicacion.py (R(a,b), n 2025, soporte definitivo, INDECIDIBLE verbatim, reg
NC-0409	2026-09-20	GEN2-CELDA-D-PILOTO-3-EJECUCION	924	ESPERA-FIRMA	espera FP-393	FP-393=ABIERTA		Registro -- celda-D GOB.gobierno_digital.encig2025.edad_x_escolaridad.yaml con el veredicto	Registrar la celda-D en data/curacion-registro/celdas-d/ con el veredicto del COMMIT-3	ENMIENDA FECHADA 20/sep/2026 (ACTO GEN2-CELDA-D-PILOTO-3-COMMIT-1-v1_1): la celda-D GOB.gobierno_digital.encig2025.edad_x_escolaridad.yaml queda REGISTRADA en estado SPEC-CONGELADA (data/curacion-registro/celdas-d/, contrato en verde; unida
NC-0410	2026-09-20	GEN2-CELDA-D-PILOTO-3-EJECUCION	924	SUCESOR-YA-FUSIONADO	acto sucesor GEN2-CELDA-D-PILOTO-3-COMMIT-1-V1 tiene nota de cierre	GEN2-CELDA-D-PILOTO-3-COMMIT-1-V1 -> nota-2026-09-20-gen2-celda-d-piloto-3-commit-1-v1_1.md	NO-RESUELTA · el par sigue RESERVADA hasta el COMMIT-3	Marcador -- el par pasa de RESERVADA a lo que el diseno manda tras un COMMIT-3; edad x escolaridad de ENCIG 2025 queda c	Re-derivar data/corrida0/marcador-segmento.tsv con el par CRUCE-GRUPO::tramite.gobierno_digital.util_sin_coercion_ejes_encig2025::edadxescolaridad fuera de RESERVADA	ENMIENDA FECHADA 20/sep/2026 (ACTO GEN2-CELDA-D-PILOTO-3-COMMIT-1-v1_1): sin cambio de estado -- el par sigue RESERVADA hasta el COMMIT-3; sucesor vigente: la sesion que ejecute CALC-GOB-DIGITAL-EXE-ADJUDICACION-0001 y re-derive marcador-se
NC-0411	2026-09-20	GEN2-MARCADOR-ENLACE-2	n/a	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P2 -- EDER	las 4 celdas de familia.union.libre_ejes_eder2017 x cohorte_nacimiento siguen SIN-CONSUMER-EN-TABLA-DE-IDENTIDAD en vez de SIN-PISO-POR-DISENO (dictamen de #908 §2.2)	decision de vocabulario de mesa + acto que escriba la tabla de identidad de EDER
NC-0412	2026-09-20	GEN2-MARCADOR-ENLACE-2	n/a	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P3 -- guardia	tests/test_c2_compuesto.py no esta en la lista del perimetro y se sustituyo una funcion: test_una_emitida_nunca_trae_IC -> test_una_emitida_nunca_FABRICA_IC	veto o ratificacion de mesa
NC-0413	2026-09-20	GEN2-MARCADOR-ENLACE-2	n/a	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P1/P4 -- unidad	dinero.ahorro.horizonte_corto_ejes_enif2024 declara `unidad = PERSONA` en su payload (tramite-ola5-propuesta-v0.yaml:2163) mientras su universo dice «18+ elegidas» (:2164) y la tabla sellada de #915 dice PERSONA ELEGIDA 18+	acto que corrija el payload del arbitro, o que declare que PERSONA y PERSONA ELEGIDA 18+ son la misma escala
NC-0414	2026-09-20	GEN2-MARCADOR-ENLACE-2	n/a	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			LO QUE NO HACE	el error de persistencia de las 6 celdas nuevas no se mide; CALC-PISO-PERSISTENCIA-ERROR-0001 cubre 53 celdas (las CONSTRUIBLE de la rejilla) y no estas	CALC nuevo, nube
NC-0415	2026-09-20	GEN2-MARCADOR-ENLACE-2	PR #925	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			0-bis (A.3)	el archivado verbatim del encargo (commit f387619) incluyo una seccion `## CONSUMIDO` escrita por el ejecutor; el texto de mesa termina en «no toca el par del piloto 3». El commit de cascada (d90a5c1) inserto entonces `## NO-CORRIDO / RESER	PARA-v2.15 asentado en hallazgos.md: el 0-bis archiva el encargo verbatim y SIN `## CONSUMIDO`; las dos secciones (`## NO-CORRIDO / RESERVAS` y `## CONSUMIDO`) las anade el ejecutor al cerrar, en ese orden y en el commit de cascada
NC-0418	2026-09-20	GEN2-V215		SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P5 · falsador	Medición del falsador de PLANTILLA-ENCARGO-v2_0.md a tres meses del sello.	Correr `python3 tools/nc_por_razon.py --desde 2026-09-20 --hasta 2026-12-20`. UNIVERSO DE REFERENCIA (A.10): 46.9 % = 75/160 en la ventana 16-20/sep/2026 contra el arbol de cb1945ff; 47.1 % contra el arbol del sello de ADR-566 (172 NC). Cit
NC-0423	2026-09-20	GEN2-RELEVO-RECONCILIA-1	PR #928	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P5 -- metrica rectora `celdas_validadas` en la primera linea del tablero	Dos de las tres clases que el encargo nombra no resuelven a un CALC sellado con la busqueda que corri, y §2 prohibe teclear la cifra esperada. (a) cruces C2 -- '20 celdas; MAE 1.47 y 1.57 pp': examine los 2 CALC-C2-COMPUESTO-IC sellados (EN	DIFERIDO-A:RELEVO-TANDA-3 (o acto propio de tablero)
NC-0424	2026-09-20	GEN2-RELEVO-RECONCILIA-1	PR #928	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P2 -- causa de ceguera `insumo FUNCION-INDETERMINADA` (reportada por #914 para RES-0028)	Reproducirla exige escribir un pin en milpa/tramite.yaml, que es el primer PARO de la lista cerrada del §7 de este encargo. El mecanismo existe y esta localizado (tools/corrida0.py:3623, `{iid}:FUNCION-INDETERMINADA`), pero no se disparo si	DIFERIDO-A:RELEVO-TANDA-3
NC-0425	2026-09-20	GEN2-RELEVO-RECONCILIA-1	PR #928	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P1 -- casar el estimando por texto en cinco dimensiones de los 9 `REHECHO-CON-DIFERENCIA` y de los 21 `CANDIDATO-POR-IDE	Los 9 con diferencia son puntos L re-derivados: misma escala ([0,1], misma celda y variante), deltas de -0.79 a +0.28 pp, y la diferencia es de procedimiento de agregacion GEN1 vs 'mediana de replicas EXTRAIBLE' de la spec sellada -- explic	DIFERIDO-A:RELEVO-TANDA-3
NC-0426	2026-09-20	GEN2-RELEVO-RECONCILIA-1	PR #928	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P2 -- arreglar `tools/relevo_usos.py` para que enlace por identidad	El encargo autoriza el parche solo si es <=10 lineas Y no cambia ningun contador. El arreglo minimo -- un quinto canal que case por `parametros.id_celda` cuando el consumidor es marco-M-sorteado -- no cabe en 10 lineas y moveria `dependenci	DIFERIDO-A:RELEVO-TANDA-3
NC-0427	2026-09-20	GEN2-RELEVO-RECONCILIA-1	PR #928	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			hallazgo a la conversacion TUBERIA: el esquema posicional de `RES-####`	Medido aqui, no rediseñado (el §9 del encargo lo declara ajeno): los seis pines CALC-R-CIV estan corridos +2 de forma UNIFORME, y el de CIV-M-01 tambien en el eje CORR (apunta a CORR-0024, que hoy es CIV-M-02). Es el mismo impuesto de numer	DIFERIDO-A:conversacion TUBERIA
NC-0429	2026-09-21	GEN2-SENAL-1	PR #933	ESPERA-FIRMA	espera FP-403	FP-402=FIRMADA · FP-403=ABIERTA		P2 -- cierre de NC-0381	Anadir `numpy` a requirements.txt y cablear tests/test_c2_ic_enif2024_guardia.py en CI.	DECISIÓN-DE-MESA-PENDIENTE: FP-403 (renumerada desde FP-402, que otro acto tomo al fusionar primero). Recomendacion en forense/analisis/senal-1/PARA-MESA-firmas-y-lotes.md (lote N1). Direccion redacta el encargo.
NC-0430	2026-09-21	GEN2-SENAL-1	PR #933	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P2 -- lotes para las 55 SIN-ASIGNAR	Redactar los encargos de los ocho lotes propuestos (seis de nube, dos de caja).	DIRECCION redacta a partir de forense/analisis/senal-1/PARA-MESA-firmas-y-lotes.md §3.
NC-0431	2026-09-21	GEN2-SENAL-1	PR #933	ESPERA-FIRMA	espera FP-396	FP-396=ABIERTA		P1 -- error de persistencia de formalidad	Medir el error de persistencia de las 6 celdas de formalidad (piso sellado, error no medido).	CALC de error de persistencia para formalidad (nube, entradas selladas). Su firma es FP-396, hoy ABIERTA.
NC-0432	2026-09-21	GEN2-SENAL-1	PR #933	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P1 -- piloto 3 en la metrica	Incluir las celdas del piloto 3 (GOB.gobierno_digital.encig2025.edad_x_escolaridad) en `celdas_validadas`.	COMMIT-2 y COMMIT-3 del piloto 3, en CAJA.
NC-0433	2026-09-20	GEN2-DIN-CREDITO-COMPARABILIDAD-TEXTO-1	#932	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P2 -- veredicto de comparabilidad para ENIF 2012 y 2015 (16 filas de 40)	El veredicto positivo/negativo de las 16 filas de 2012 y 2015: llevan NO-VERIFICABLE-AQUÍ con `limite_fd` declarado, no NO-ESTIMABLE	DIFERIDO-A: adquisición de cuestionarios ENIF 2012/2015 (sucesor 3 del encargo, vía mesa -> NUBE-MEDICIÓN)
NC-0434	2026-09-20	GEN2-DIN-CREDITO-COMPARABILIDAD-TEXTO-1	#932	ESPERA-FIRMA	espera FP-404	FP-404=ABIERTA		K8 · destino del último crédito, unidad PR	La clasificación de K8 como conducta de la serie ENIF: 2021 y 2024 no preguntan destino de ningún crédito (NO-ESTIMABLE con texto buscado); 2012-2018 lo preguntan con unidad P, multirrespuesta y filtrado a nómina/personal/grupal	FP-404 (opción recomendada: redefinir K8 como serie propia P en 2012-2018)
NC-0435	2026-09-20	GEN2-DIN-CREDITO-COMPARABILIDAD-TEXTO-1	#932	ESPERA-FIRMA	espera FP-404	FP-404=ABIERTA		K2 · familia bancaria 2021 vs 2024	La comparación 2021<->2024 de la familia bancaria: 6.2.2 pasa de «tarjeta de crédito bancaria» a «tarjeta de crédito bancaria u otra institución financiera» (CAMBIO-DE-INSTRUMENTO); la hipótesis REPORTADO «bancaria +5.2 pp desde 2021» mezcl	FP-404
NC-0437	2026-09-21	GEN2-NUBE-PILOTO-1-bis	PR-PENDIENTE	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			Perimetro de cierre permanente (D-21) · cierre anti-PR#77: verificar al cerrar que los payloads quedaron en el corpus CO	El payload enif_2024_enif_2024_bd_csv (3 131 148 B) quedo en data/raw de ESTE worktree de nube y no en el corpus compartido. No se verifico que llegara porque en esta caja no hay ninguno: con data/raw vacia el hook da senal-corpus: montado=	NUBE-PILOTO-2 -- debe declarar en su spec donde aterrizan los payloads antes de bajar 37 ids
NC-0438	2026-09-21	GEN2-NUBE-PILOTO-1-bis	PR-PENDIENTE	ESPERA-ACTO-NOMBRADO	espera GEN2-CORRIDA0-RENDIMIENTO-1 (encargo EXISTE: GEN2-CORRIDA0-RENDIMIENTO-1)	GEN2-CORRIDA0-RENDIMIENTO-1=encargo EXISTE		Pieza 2, paso 3 — codigo de salida de `corrida0.py verify`	No se corrigio que `cmd_verify` devuelva 1 (no 0) cuando RESULTADO=REPRODUCE y CONTEXTO=DISTINTO -- el caso `REPLICA-RESULTADO · CONTEXTO-DISTINTO`. El encargo lo declaraba como «devuelve 0 en REPRODUCE, 2 en NO-VERIFICABLE/NO-EJECUTABLE». 	GEN2-CORRIDA0-RENDIMIENTO-1 o el acto que toque tools/corrida0.py; anotado tambien en forense/hallazgos.md
NC-0439	2026-09-21	GEN2-NUBE-PILOTO-1-bis	PR #935	ESPERA-ACTO-NOMBRADO	espera GEN2-CI-GUARDIAS-VIVAS-2 (encargo NO-ENCONTRADO)	GEN2-CI-GUARDIAS-VIVAS-2=encargo NO-ENCONTRADO		Perimetro de cierre permanente (D-21) · censo de CI regenerado por este acto	No se instrumento que forense/analisis/ci-guardias/censo-tests.tsv declare en que estado de dependencias fue derivado. El censo clasifica cada test intentandolo ejecutar, asi que su veredicto depende de las librerias instaladas en la caja q	El acto que toque tools/ci_guardias.py -- p. ej. GEN2-CI-GUARDIAS-VIVAS-2. Anotado tambien en forense/hallazgos.md
NC-0440	2026-09-21	GEN2-NUBE-PILOTO-1-bis	PR #935	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			Defecto adyacente (D-21) · tests/test_deriva_correctivo.py, aserto sensible al PID	"Se arreglo la asercion (assertNotIn(""99"") -> assertNotIn(""exit=99"")), que es lo que impedia terminar. Lo que NO se hizo es revisar si el mismo patron -- buscar un codigo de salida como cadena desnuda en un log que contiene el run_id, y por "	El acto que toque tests/ o tools/ci_guardias.py. Anotado tambien en forense/hallazgos.md
NC-0445	2026-09-21	MOTOR-LINAJE-1	PR #937	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P3 -- NC-0401	Cerrar NC-0401 (tests/test_motor_gen2_explicito.py corre en CI).	SIN-ASIGNAR (acto que resuelva, con firma: (1) el `p` de tramite.evade/cuidado vs su RESULT sellado y (2) la ola_calibracion de tramite.evasion_norma con cita real)
NC-0446	2026-09-21	MOTOR-LINAJE-1	PR #937	ESPERA-ACTO-NOMBRADO	espera GEN2-AHORRO-ALCANCE-MENOR (encargo NO-ENCONTRADO)	GEN2-AHORRO-ALCANCE-MENOR=encargo NO-ENCONTRADO		perimetro de cierre -- NC-0400	tests/test_consulta_gen2.py -- misma causa raiz que NC-0401 (el ValueError del cargador).	SIN-ASIGNAR (acto duenio de forense/ejemplos/GEN2-*, que re-selle las respuestas de ejemplo o dictamine que no procede)
NC-260921-GEN2-TUBERIA-SUCESOR-1-6e60-01	2026-09-21	GEN2-TUBERIA-SUCESOR-1		BANDEJA-TITULAR	la fila se enruta a una bandeja/titular			P3 · `tools/digesto_tramite.py:2324` NO se toca: se redacta el diff de una línea y se asienta como NC FUERA-DE-PERÍMETRO	"El ensanchamiento de `RE_FP_ID` a las dos épocas de id FP. DIFF DE UNA LÍNEA, listo para aplicar (`tools/digesto_tramite.py:2324`): -RE_FP_ID = re.compile(r""\bFP-\d+\b"")  ||  +RE_FP_ID = re.compile(r""\bFP-\d{6}-GEN2(?:-[A-Z0-9]+)+-[0-9a-f]{"	dirección (bandeja) -- acto sucesor sin asignar; el diff está en esta misma fila para que no haya que reconstruirlo
NC-260921-GEN2-TUBERIA-SUCESOR-1-6e60-02	2026-09-21	GEN2-TUBERIA-SUCESOR-1		BANDEJA-TITULAR	la fila se enruta a una bandeja/titular			§9 · no arregla el chequeo 0.c de `acto.md` (queda en NC para dirección)	El chequeo 0.c de `.claude/commands/acto.md` busca el rótulo del encargo en nombres de rama, worktrees y PR. Medido en este acto: 4 de las 6 ramas vivas llevan nombre autogenerado sin rótulo (`claude/ecstatic-edison-y1t005`, `claude/new-ses	dirección (bandeja) -- acto sucesor sin asignar
NC-260921-GEN2-TUBERIA-SUCESOR-1-6e60-04	2026-09-21	GEN2-TUBERIA-SUCESOR-1		BANDEJA-TITULAR	la fila se enruta a una bandeja/titular			§3 · recetas de máximo que quedan «obsoletas pero ruidosas» tras cerrar el espacio NC-####/FP-### (D-2)	`tools/tablero_programa.py:517` y `.claude/commands/revisa.md:432,435` siguen derivando el máximo de FP/NC por `max+1` sobre el espacio viejo. No se rompen y no mienten sobre el espacio cerrado, pero dejan de describir el universo en cuanto	dirección (bandeja) -- acto sucesor sin asignar
NC-260921-GEN2-TUBERIA-SUCESOR-1-6e60-05	2026-09-21	GEN2-TUBERIA-SUCESOR-1	#939	ESPERA-ACTO-NOMBRADO	espera GEN2-TUBERIA-CAREO-1 (encargo EXISTE: GEN2-TUBERIA-CAREO-1)	GEN2-TUBERIA-CAREO-1=encargo EXISTE		careo GEN2-TUBERIA-CAREO-1 · P5 · candidato C (reserva re-acuñada con la raíz nueva; en el expediente iba como NC-0423, 	Evaluación a fondo del tercer esquema C (sufijo de desempate: ante colisión detectada al fusionar no se renumera, se sufija -- NC-0423, NC-0423b). El careo lo entrega como CANDIDATO SIN CONTEOS PROPIOS y no lo recomienda desde ahí. Lo que C	careo propio de C, si mesa lo pide
NC-260921-GEN2-TUBERIA-SUCESOR-1-6e60-07	2026-09-21	GEN2-TUBERIA-SUCESOR-1	#939	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			careo GEN2-TUBERIA-CAREO-1 · P3 · falsabilidad 2 · censo de consumidores de ORDEN por id (en el expediente iba como NC-0	El censo de consumidores de ORDEN. El careo censó FORMATO (5 sitios en 4 archivos, todos con \d+/[0-9]+, ninguno asumiendo cuatro dígitos) y lo declara como el segundo de sus cuatro falsadores: si existe una vista que deba INTERCALAR CRONOL	acto sucesor de dirección; sin asignar
NC-260921-GEN2-TUBERIA-SUCESOR-1-6e60-08	2026-09-21	GEN2-TUBERIA-SUCESOR-1	#939	BANDEJA-TITULAR	la fila se enruta a una bandeja/titular			careo GEN2-TUBERIA-CAREO-1 · §0 · premisa 7 · las 389 filas FP que declaraba su encargo contra las 387 contadas (en el e	"La conciliación de la diferencia de 2. El careo la midió (`grep -cE ""^FP-"" forense/firmas-pendientes.tsv` → 387, contra las 389 que su encargo declaraba EJECUTADO) y la clasificó NO-VERIFICABLE-AQUÍ. **El encargo de este acto la declara, ve"	dirección (bandeja) -- registro de error de derivación, no trabajo pendiente
