cola_id	capa	entidad_id	relacion_id	tipo_trabajo	semantic_run_id	estado_ejecucion	reporte_ejecucion_ref	intentos_reales	objetos_abiertos	siguiente_accion_original	siguiente_accion	siguiente_accion_tipificada	input_requerido	input_requerido_original	criterio_cierre	prioridad_operativa	reserva	reserva_original	evidencia_ref_accion_original	evidencia_ref_evidencia_original
CRES-b8cd49615b0f73fe0a84d137	UNIVERSO_SEMANTICO	REL-8f6cc360dac1c16f2ea6c7ea	REL-8f6cc360dac1c16f2ea6c7ea	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-48df4f52c797311cffda3906.json	0	5	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-8f6cc360dac1c16f2ea6c7ea con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:AGENTS.md
CRES-b9401e9bc3d0bf9b6178699d	UNIVERSO_SEMANTICO	REL-c3e1306bb304b019d0a94e4b	REL-c3e1306bb304b019d0a94e4b	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d514d958d30ab3e514cffd9f.json	0	4	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-c3e1306bb304b019d0a94e4b con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md
CRES-bcab4cf150913529222bb575	UNIVERSO_SEMANTICO	REL-ee1e829631a8bb7de93bcfd3	REL-ee1e829631a8bb7de93bcfd3	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	NO_ALCANZO_TRAS_INTENTOS	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ae097b727fe5086898bd3367.json	2	1	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	Verificar el localizador exacto ya declarado de REL-ee1e829631a8bb7de93bcfd3 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12
CRES-c6b6edc410c6478dd2d34dc9	UNIVERSO_SEMANTICO	REL-8d5ee427f92ae19be789b8d6	REL-8d5ee427f92ae19be789b8d6	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0984cd636391d2e5c647dfb0.json	0	2	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-8d5ee427f92ae19be789b8d6 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L14	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv
CRES-c6b9e896e4b03909c089ca5d	UNIVERSO_SEMANTICO	REL-5fc50aa3d056d5b63f4e18df	REL-5fc50aa3d056d5b63f4e18df	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	NO_ALCANZO_TRAS_INTENTOS	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-918e2e1c7a883fc1511d7cb1.json	2	1	Abrir cuestionario/tabla.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	Verificar el localizador exacto ya declarado de REL-5fc50aa3d056d5b63f4e18df con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11
CRES-c74bee8e4fc19b25165273fb	UNIVERSO_SEMANTICO	REL-02e6e4861871631dd29048bd	REL-02e6e4861871631dd29048bd	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e36c1b7dfa01a1ad8d24e81d.json	0	4	Resolver ruta PDF.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-02e6e4861871631dd29048bd con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/modelo-decision-v4_0.md
CRES-c7fa2b7db94cfdb2b7e7b7a2	UNIVERSO_SEMANTICO	REL-435541bba7684694085356c2	REL-435541bba7684694085356c2	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4393bc0202d3793dc368ca3f.json	2	1	Abrir codebook y payload México; verificar campos completos y documentar explícitamente si existe algún vínculo con trámite o gobierno digital.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-435541bba7684694085356c2 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9
CRES-cdb94ad15df6d087954ebe7b	UNIVERSO_SEMANTICO	REL-cc6596882b8f135c946ad0f4	REL-cc6596882b8f135c946ad0f4	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-944c4ecb0ada0b70c1e85973.json	0	6	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-cc6596882b8f135c946ad0f4 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md
CRES-ce7d2d7bbda5a81169730d56	UNIVERSO_SEMANTICO	REL-32afb54be292bc8e3070dfca	REL-32afb54be292bc8e3070dfca	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4271521b2dd8123304de22ad.json	0	8	Abrir reactivos conjuntos.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-32afb54be292bc8e3070dfca con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82
CRES-cfa525e63f77cb75e44e306f	UNIVERSO_SEMANTICO	REL-c9a73bd2a8258784f9f08ea8	REL-c9a73bd2a8258784f9f08ea8	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4989def735c2d8e7a015ff7b.json	0	1	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-c9a73bd2a8258784f9f08ea8 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8
CRES-d1ac160f0a5f99c15bad24bb	UNIVERSO_SEMANTICO	REL-4fd0d54316a62b4b5c7a0048	REL-4fd0d54316a62b4b5c7a0048	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	REQUIERE_DECISION_HUMANA	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8ae9eed4130cf052f6a2dc7a.json	2	1	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.	Verificar el localizador exacto ya declarado de REL-4fd0d54316a62b4b5c7a0048 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3
CRES-d3111c37795ccbdda14c6ad1	UNIVERSO_SEMANTICO	REL-9ccac3c7a04b0040d317efb7	REL-9ccac3c7a04b0040d317efb7	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-06c6026245c8cd27120db435.json	2	1	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-9ccac3c7a04b0040d317efb7 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8
CRES-d38ff153367988b9825a676b	UNIVERSO_SEMANTICO	REL-75c66af2edc4b79afcb439c3	REL-75c66af2edc4b79afcb439c3	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	REQUIERE_DECISION_HUMANA	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8efebc75fe46505e8dd50018.json	2	1	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.	Verificar el localizador exacto ya declarado de REL-75c66af2edc4b79afcb439c3 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3
CRES-d5e013a3c556b1bf66c97625	UNIVERSO_SEMANTICO	REL-c72dd30027c28df4603464d5	REL-c72dd30027c28df4603464d5	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	REQUIERE_DECISION_HUMANA	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-4da3c96bdd885aa41809e8b9.json	0	4	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.	Contrastar procedencia estructurada de REL-c72dd30027c28df4603464d5 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md
CRES-d5faf5c72345c34327136e23	UNIVERSO_SEMANTICO	REL-3d6a985a8dafc13fdbd39e4a	REL-3d6a985a8dafc13fdbd39e4a	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-95ecb20a0512809ca939da05.json	0	1	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-3d6a985a8dafc13fdbd39e4a con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17
CRES-d6ca9ad09aeb5e53e320dfac	UNIVERSO_SEMANTICO	REL-f721d49d739e759d00a9643b	REL-f721d49d739e759d00a9643b	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-baf8e36c03cf045a94acb5ed.json	0	5	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-f721d49d739e759d00a9643b con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv
CRES-d8e1153f0b144b07434b69fb	UNIVERSO_SEMANTICO	REL-75b2ff53a19d8058eba2dbb7	REL-75b2ff53a19d8058eba2dbb7	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0cc2dcc09a88442d3ed6f491.json	2	1	Abrir módulo exacto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Verificar el localizador exacto ya declarado de REL-75b2ff53a19d8058eba2dbb7 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
CRES-df9d1a9f41aa10371937f1bf	UNIVERSO_SEMANTICO	REL-fd8abdfbae6d8de6a94eb38c	REL-fd8abdfbae6d8de6a94eb38c	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7cba8cba7caa80d12a5b77ab.json	0	4	Abrir el payload canónico ya identificado y localizar variable/tabla exacta, unidad, periodo, codificación y parte faltante.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-fd8abdfbae6d8de6a94eb38c con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md
CRES-e05cb40110fa53f2a41ae6ee	UNIVERSO_SEMANTICO	REL-6e785044dd97d2658a495bb2	REL-6e785044dd97d2658a495bb2	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0e6bc94a16c16135d25ea664.json	2	1	Abrir codebook.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-6e785044dd97d2658a495bb2 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14
CRES-e1ab534d3833fd91232daa6c	UNIVERSO_SEMANTICO	REL-f219eb1a0e1b71beb5a36f6f	REL-f219eb1a0e1b71beb5a36f6f	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-6974fc1119cd0acae5686ce1.json	2	1	Obtener documentación.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Verificar el localizador exacto ya declarado de REL-f219eb1a0e1b71beb5a36f6f con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L10	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L10
CRES-e253155b599118027c8fdd36	UNIVERSO_SEMANTICO	REL-e95e26820797a0f55c9246d7	REL-e95e26820797a0f55c9246d7	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1c5ec2bd1920714e4a1cb611.json	2	1	Abrir cuestionario.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Verificar el localizador exacto ya declarado de REL-e95e26820797a0f55c9246d7 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
