relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	fuente_nombre	tipo_fuente	id_manifiesto	sha256_fuente	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota
REL-7da283a75f336e409f2ff88d	N30	LAPOP	OE-dd987fd1f12b5504ad657782	Barómetro de las Américas / AmericasBarometer	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L6	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-7feec534a72e40bdf9b6b393	N19	PI	OE-bbfe0ee94abe5623f3a73de8	Portafolio de Información	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L110	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-8038d6208aa088aad43a40c9	N4	ENFIH	OE-e27983370bd678a404483a92	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_DATOS	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L10	'9.12 ¿Usted tiene seguro de vida?' / educativo / de auto / personal contra accidentes / de casa / de gastos medicos (6 variantes P9_12_1 a P9_12_6)	ALTA	NO	Escala/diseño/universo: binario Si/No, tenencia de producto de seguro; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 19 coincidencias de 'seguro' en 838 variables (16 hojas); riesgo/arriesg/perdida/perder/certidumbre = 0. Le falta: mide tenencia de producto de seguro (conducta/acceso financiero), no disposicion actitudinal al riesgo -- mismo defecto de categoria que el candidato ya descartado ENIF P5_23/P5_24 (ADR-52 A: mide proteccion IPAB, un moderador, no aversion), 2026-08-08
REL-837d54e76ebe85170870493a	N19	AHORRO FINANCIERO Y FINANCIAMI	OE-9b4d021444b78bf40c9878b9	Ahorro Financiero y Financiamiento en México	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L37	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-845a93bc24990147a394f897	N2	ISSP	OE-f0df762d8d95ea4d04b39ef2	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-87b4ab08a7e1b65f965ffb88	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	OE-63d0732feceeafcbd327963f	Encuesta Anual de Competencias Financieras 2019-2024	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	ABIERTO-SIN-MAPEO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L3	ABIERTO-SIN-MAPEO	MEDIA	NO	Escala/diseño/universo:
REL-894b3c5025557df7ef942f2a	N13	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OE-8f78c2549f10817cc484275f	Early Childhood Education Program Impact Evaluation 2012-2014	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:
REL-89b5a730c80b52245609d460	N12	ENSAFI	OE-546cf24d0efb616e6df36902	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-8b5abcdb9a618f64c2639477	N25	INE	OE-629ec191998ec508c83fae05	Instituto Nacional Electoral	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-8b8dd24f3edbc5fd0b11d4a4	N19	BDIF	OE-3a26c30b380d433254ad2e91	Bases de Datos de Inclusión Financiera	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-8d2952203ec3678f3bd0c473	N30	ISSP	OE-e3bde63fce778e1bc8333717	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-8d5ee427f92ae19be789b8d6	N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	Votar entre Balas	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L14	CANDIDATA	MEDIA	NO	Escala/diseño/universo:
REL-8da82cf2f91efb7fe1958467	N15	ENCOAP	OE-abc2c8ba2a4e437153d2ebfd	Encuesta Nacional de Confianza en la Administración Pública	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. ENCOAP aparece 0 veces en canon/integrador-psicologia-mexicano.md (434 lineas) y 0 en canon/modelo-decision-v4_0.md (852 lineas), los dos documentos analiticos que la fila cita.
REL-8f6cc360dac1c16f2ea6c7ea	N17	ENSAFI	OE-a13725c982c703ffc6b3e2aa	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. AGENTS.md, el documento que evidencias.tsv cita, no menciona ENSAFI en ninguna de sus 282 lineas.
REL-928de62ad3c403adf193bfc4	N20	ENFIH	OE-9ef5332d117f6e0df34c9570	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md;MAIN:data/mapa-ext-civil-2026-08-06.tsv;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L20;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L21	Denuncia coobservada con tenencia/activación de seguro.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. Ninguna de las 6 lineas del bloque ENFIH citado (abrir4-variables L9-L14) trata denuncia; L10 trata seguros pero como tenencia de producto, no coobservada con denuncia.
REL-93cfba9117d75fe44fa4a111	N20	ENVIPE	OE-ec4ae2e4df0decfd79367f30	Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública	FUENTE_CANDIDATA	envipe2025_csv	8a7a99fd90ce9d03229759ba0ad84db4fba98b5bb1f5c85eef7d718b007816fa	SI	SI	EXISTE;COINCIDE;INTEGRO	SIN_APERTURA_EXPLICITA	NEGATIVA	CURADURIA_SEMANTICA_MULTI2	MAIN:forense/hitoD-preregistro-v2_0.md:L693	BP2_1 mide vehículo robado asegurado solo para BPCOD=01; 1028 de 40280 filas válidas y todas corresponden a robo total de vehículo.	BAJA	NO	La cobertura no varía entre clases de delito, por lo que ENVIPE no construye denuncia coobservada con seguro en el universo requerido. | Reserva: Puede estimarse dentro de robo de vehículo, no generalizarse a delitos. | Siguiente: Usar BP2_1 solo para el subdominio robo de vehículo; buscar otra fuente para seguro×denuncia general. [ENLACE-2 2026-08-14] SI. Objeto BP2_1 (vehiculo robado asegurado, TMod_Vic) fijado por forense/hitoD-preregistro-v2_0.md:693 y verificado empiricamente contra microdato (1028 de 40280 filas con valor valido, 100 por ciento BPCOD=01). El payload que de hecho se abrio es envipe2025_csv: forense/notas/2026-08-04-envipe-tper-vic2-tmod-vic-paso1.md:482 declara haber contado filas de TMod_Vic dentro de ese zip. El veredicto D de esa ficha es sobre satisfaccion, no sobre existencia del objeto.
REL-943ed2bde102c6e791588b3b	N19	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	OE-9f3e0fdd7257cc6289194937	Canal de adquisición/referidos fintech	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L40	NO-ENCONTRADO	ALTA	NO	Escala/diseño/universo:
REL-94e18be48f89c37e4d7164e8	N21	PANEL_DE_COMPRA_DE_HOGARES	OE-fdb3e7f808f4472e8774119c	Panel de compra de hogares	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L30	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:
REL-987f01cb468fa0b51b2dffc6	N4	ENFIH	OE-64909cd43474fe401f3cf196	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-99525527adc1ae5960ac2055	N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	Mass Mobilization Protest Data	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-9ccac3c7a04b0040d317efb7	N27	GDELT	OE-f6d17977c51b480cd7befa6b	GDELT 2.0	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-9dfab617c356df5594575a3c	N12	ISSP	OE-2d196672c346d9eb08441b65	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:
REL-a451582fd7fcd4bce1db01ca	N12	ENSAFI	OE-e7969017eea0c50fe8d10a7e	Encuesta Nacional sobre Salud Financiera	FUENTE_DATOS	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L5	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos apoyo/ayuda/familiar = 0 (ni en forma completa ni en los indices derivados de TMODULO), 2026-08-08
REL-a4ec592ca64ce8855faf4f55	N15	IMPACT_EVALUATION_OF_MOBILE_PEDAGOGICAL_TUTORS_2016	OE-55dcc1b7c4746f01de795289	Impact Evaluation of Mobile Pedagogical Tutors 2016	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	MAPEADO-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L20	MAPEADO-NO-SATISFACE	ALTA	NO	Escala/diseño/universo:
REL-a63dce9852d52046595e28f0	N12	ENFIH	OE-feb025d87b3cf3747adeb5d3	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-a65a1433cd0298e7256aefae	N13	ENBIARE	OE-39d2eb9994c3ef05c686095e	ENBIARE 2021	FUENTE_DATOS	enbiare2021_fd_pdf	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L27	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); obligacion = 0; termino complementario 'deber' (anadido tras el hallazgo en ENASIC) = 0 en las 2326 lineas. PB2_1/PB2_2 miden expectativa de RECIBIR apoyo, no obligacion propia de DAR apoyo -- direccion de constructo distinta, no se reclasifica aqui, 2026-08-08
REL-a750d90d3d9e1e19938fa8c4	N12	ENBIARE	OE-7f44fa3fa8c7613438913dd6	ENBIARE	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-a7bbff3f7ae4500cbb77c0ed	N29	REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES	OE-d09b04fba73e3046707be3e5	Registro operativo de tandas digitales	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ACCESIBLE	NO_ACCESIBLE	APERTURA_NO_ACCESIBLE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L28	NO-ACCESIBLE	ALTA	NO	Escala/diseño/universo:
REL-a8d0e6223c2d79b63a90b4f5	N27	RELLABORALESPRUEBA	OE-8ca059261693f4c587a99e97	rellaboralesprueba	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. El localizador propio de la fila (agravio) aparece 0 veces en canon/gobernanza-v1_15.md, el documento que evidencias.tsv cita; la propia evidencia dice Solo demanda conceptual, payload no identificado.
REL-aaf9d3c2e0d9b3d294df4840	N19	FINANZAS	OE-3def9164ef114d267e5fb6ac	finanzas	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	Tasas por institución/segmento de adopción y rechazo sin historial.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. corpus/forense/Credito_Facil...md:72 discute adopcion de credito a nivel de mercado agregado (BNPL, cifras de consultoras), no un reactivo con tasas por institucion o segmento; el otro documento citado no menciona tandas ni finanzas.
REL-abd2650bcf443274eb467a60	N23	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-a14e96d801084c74dc601f6f	Mexico Enterprise Surveys, componente panel candidato 2006-2010	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo:
REL-b034b04e9ba040bd02e39b8b	N14	ISSP	OE-40750227480ea9c75b5c20c8	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-b7e6ba3254af6cb2169d934e	N22	SE	OE-ba89df5b01f12044531c3a48	Reporte General ECCO (SE) 2023	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		NEGATIVA	CURADURIA_SEMANTICA_MULTI2	MAIN:forense/notas/2026-08-08-verif3.md:L250	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida.	MEDIA	NO	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
REL-b8a1bd303f0aac03e3b1bdd7	N4	ENSAFI	OE-3771d1da25d6fb0ba805f95c	Encuesta Nacional sobre Salud Financiera	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-ba510588463c8ab0539acf46	N6	ENFIH	OE-b03c67f3df56bb086aa5493e	ENFIH	FUENTE_CANDIDATA	enfih2019_fd_xlsx	326b68b342797de45a7a4eb3dbf04f3790d11035df2611d7f9153d1ae12a48e1	SI	SI	EXISTE;COINCIDE;INTEGRO	SIN_APERTURA_EXPLICITA	NEGATIVA	REVISION_MULTIAGENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. | La apertura explícita demuestra un defecto de categoría para esta relación concreta: producto de seguro no equivale a aversión al riesgo. | Reserva: La fuente puede contener otras relaciones, pero esta evidencia no satisface N6. [ENLACE-2 2026-08-14] SI. Objeto P9_12_1..6 (bateria tiene seguro de...) fijado por data/abrir4-variables-2026-08-08.tsv:L10 (enfih2019_fd_xlsx, COINCIDE), con texto de reactivo citable. La misma linea declara que mide tenencia de producto y no disposicion actitudinal al riesgo: existencia, no satisfaccion.
REL-bb570a7a7c72c881de31f75d	N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c0e6f88263d23f3aa80725aa	Does Corruption Information Inspire the Fight or Quash the Hope?	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L2	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo:
REL-bd82e13d9685752cad01ec8d	N10	ENASIC	OE-1c70ead5028c06104fac398b	ENASIC 2022	FUENTE_DATOS	enasic2022_fd_xlsx	33c692e05bd7dbafb801a1594a819c7be0e7cf5c25822c66ea458dc9fe9c1370	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L18	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables; 'futuro' 1 coincidencia irrelevante (nombre de programa de gobierno 'Jovenes Construyendo el Futuro'); planear/planeacion/plazo = 0, 2026-08-08
REL-be38af5d3d025cfda97775c1	N27	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	OE-697db0914760551bdf2e9c70	Base del Observatorio de Conflictos por el Agua	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L25	CANDIDATA	MEDIA	NO	Escala/diseño/universo:
REL-bed47eed1ab33d6879a82e1e	N15	ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	OE-cdf2629bb15a3bcdec46740a	Estudios de rechazos y corpus pragmático de Félix-Brasdefer	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		NEGATIVA	CURADURIA_SEMANTICA_MULTI2	MAIN:data/mapa-ext-general-2026-08-06.tsv:L18	El estudio documenta estrategias de rechazo en muestra puntual, pero no un instrumento con diseño muestral publicado y desenlace G6 coobservable.	MEDIA	NO	El estudio documenta estrategias de rechazo en muestra puntual, pero no un instrumento con diseño muestral publicado y desenlace G6 coobservable. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
