relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	clasificacion_relacion	estado_productivo	uso_actual	evidencia_disponible	reserva	verificacion_requerida	requiere_decision	decision_id	siguiente_accion	evidencia_ref
REL-9dfab617c356df5594575a3c	N12	ISSP	OE-2d196672c346d9eb08441b65	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-SATISFACE	717 objetos del ZA6980.sav (baterias Q7a-e y Q8a-e completas) y 106 del cuestionario mexicano; sin abrir celdas de microdato	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Obtener codebook.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8
REL-a451582fd7fcd4bce1db01ca	N12	ENSAFI	OE-e7969017eea0c50fe8d10a7e	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos apoyo/ayuda/familiar = 0 (ni en forma completa ni en los indices derivados de TMODULO), 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L5
REL-a4ec592ca64ce8855faf4f55	N15	IMPACT_EVALUATION_OF_MOBILE_PEDAGOGICAL_TUTORS_2016	OE-55dcc1b7c4746f01de795289	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	MAPEADO-NO-SATISFACE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L20
REL-a63dce9852d52046595e28f0	N12	ENFIH	OE-feb025d87b3cf3747adeb5d3	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	Diccionario fd_xlsx completo: 664 variables, 16 hojas; bd solo aporta 527 nombres de columna. 43 reactivos nombran familia/amigos. Sin listas de opciones.	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-a65a1433cd0298e7256aefae	N13	ENBIARE	OE-39d2eb9994c3ef05c686095e	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); obligacion = 0; termino complementario 'deber' (anadido tras el hallazgo en ENASIC) = 0 en las 2326 lineas. PB2_1/PB2_2 miden expectativa de RECIBIR apoyo, no obligacion propia de DAR apoyo -- direccion de constructo distinta, no se reclasifica aqui, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L27
REL-a750d90d3d9e1e19938fa8c4	N12	ENBIARE	OE-7f44fa3fa8c7613438913dd6	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-SATISFACE	FD ENBIARE 2021 (39 pags, 468 entradas de variable y 340 textos de reactivo) + 349 encabezados del zip BD; no se abrieron microdatos	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-a7bbff3f7ae4500cbb77c0ed	N29	REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES	OE-d09b04fba73e3046707be3e5	NO_ACCESIBLE	BLOQUEADA_ACCESO	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ACCESIBLE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L28
REL-a8d0e6223c2d79b63a90b4f5	N27	RELLABORALESPRUEBA	OE-8ca059261693f4c587a99e97	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Eventos con agravio, actor, respuesta y entorno urbano/rural.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver si es dataset o artefacto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md
REL-aaf9d3c2e0d9b3d294df4840	N19	FINANZAS	OE-3def9164ef114d267e5fb6ac	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Tasas por institución/segmento de adopción y rechazo sin historial.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md
REL-abd2650bcf443274eb467a60	N23	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-a14e96d801084c74dc601f6f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	SATISFACE-UMBRAL-DOCUMENTAL	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7
REL-b034b04e9ba040bd02e39b8b	N14	ISSP	OE-40750227480ea9c75b5c20c8	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
REL-b7e6ba3254af6cb2169d934e	N22	SE	OE-ba89df5b01f12044531c3a48	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida.	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	MAIN:forense/notas/2026-08-08-verif3.md:L250
REL-b8a1bd303f0aac03e3b1bdd7	N4	ENSAFI	OE-3771d1da25d6fb0ba805f95c	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md
REL-ba510588463c8ab0539acf46	N6	ENFIH	OE-b03c67f3df56bb086aa5493e	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. | La apertura explícita demuestra un defecto de categoría para esta relación concreta: producto de seguro no equivale a aversión al riesgo. | Reserva: La fuente puede contener otras relaciones, pero esta evidencia no satisface N6.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md
REL-bb570a7a7c72c881de31f75d	N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c0e6f88263d23f3aa80725aa	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	SATISFACE-UMBRAL-DOCUMENTAL	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L2
REL-bd82e13d9685752cad01ec8d	N10	ENASIC	OE-1c70ead5028c06104fac398b	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables; 'futuro' 1 coincidencia irrelevante (nombre de programa de gobierno 'Jovenes Construyendo el Futuro'); planear/planeacion/plazo = 0, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L18
REL-be38af5d3d025cfda97775c1	N27	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	OE-697db0914760551bdf2e9c70	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	CANDIDATA	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir diccionario y mapear evento, actor, repertorio, resultado, geografía y periodo.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L25
REL-bed47eed1ab33d6879a82e1e	N15	ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	OE-cdf2629bb15a3bcdec46740a	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	El estudio documenta estrategias de rechazo en muestra puntual, pero no un instrumento con diseño muestral publicado y desenlace G6 coobservable.	El estudio documenta estrategias de rechazo en muestra puntual, pero no un instrumento con diseño muestral publicado y desenlace G6 coobservable. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L18
REL-c065ff3c4b02af2b359a6a40	N14	ENSAFI	OE-c3483fc22a961f82b3e8dc07	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md
REL-c0ffdbcc616f342880df820a	N26	CSES	OE-b68e43b5cbf141f527a529c9	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7
REL-c311e7433e03f19c1505b6cf	N31	ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	OE-04360854956741a50504a5b4	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	La evidencia ancla es una muestra universitaria/local; N31 exige replicación fuera de esa muestra y el corpus abierto no aporta el pareo superior/inferior requerido.	La evidencia ancla es una muestra universitaria/local; N31 exige replicación fuera de esa muestra y el corpus abierto no aporta el pareo superior/inferior requerido. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L18
REL-c3e1306bb304b019d0a94e4b	N14	01-	OE-138ce4f6be7cb2ddb42c982a	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md
REL-c59edf3fce0cc17066bed9ee	N25	COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	OE-6a75b1a2239a134c0f76a622	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-SATISFACE	5612 secciones del codebook CSES (partes 1-6) y 605 columnas CSV; solo se persistieron lineas de opcion, no los enunciados de pregunta	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L10
REL-c681799397de5614b7854a39	N10	ENSAFI	OE-89a3ea1f1f57946d79377e63	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Conservar negativa.	MAIN:data/abrir4-variables-2026-08-08.tsv:L4
REL-c6870668d94d02dded8c4126	N31	CCPV	OE-e3e2c41b1f94b885919e010d	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Replicación fuera de muestra universitaria del hallazgo de Tlaxcala.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir instrumento, ficha muestral y resultados CCPV; verificar cobertura geográfica y réplica del estimando original.	MAIN:canon/glosario-v5_6.md;MAIN:corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md;MAIN:corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md
REL-c72dd30027c28df4603464d5	N15	GPS	OE-347368c67834a72a5add527d	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md
REL-c9a73bd2a8258784f9f08ea8	N3	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	OE-f651d8070c16835c9901c40f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	124 etiquetas del .dta de analisis AEJ, Readme 4pp, LICENSE y 567 elementos XML sin texto; el paquete de replica no incluye cuestionario	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8
REL-ca5ecbdfd4be3728df0e509f	N5	GPS	OE-c06b564e1c2bf918fe1e6268	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3
REL-cb04b20cdd5b0ab6bbf522d9	N3	ENBIARE	OE-39d2eb9994c3ef05c686095e	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	—	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 2326 lineas de texto extraidas de enbiare_2021_fd.pdf via pdftotext -layout; terminos estatus/apariencia/comparar/marca = 0; 'vecinos' 3 coincidencias, las 3 sobre pertenencia a organizacion vecinal o conocer vecinos por nombre (capital social/participacion comunitaria, Apartado G), no sobre comparacion de estatus por apariencia, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L23
REL-cc6596882b8f135c946ad0f4	N30	ENBIARE	OE-ee12358875d1e590d07df047	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Disposición a transar con desconocidos por nivel de enforcement.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md
REL-cd0d1c5fd7e85418603c73cd	N13	ISSP	OE-dfce1d6e6ebbe5bcb65fec02	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Consolidar codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6
REL-cf53a5e4bf5bf666390fa543	N6	ENSAFI	OE-5d1bf835879d99d69783ca1a	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L3;MAIN:data/mapa-ext-general-2026-08-06.tsv
REL-cf8f5979c73cdbe59cfaf5fd	N1	ENCIG	OE-27a5b3ff4507764a40380904	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Relación entre confianza en servidores públicos y pago de mordida en la misma muestra.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	MAIN:README.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md
REL-d17e953dff3478923dd1c000	N32	SE	OE-d8746552888bcd683139d5bd	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	El reporte ECCO completo contiene promedios perceptuales, no panel organizacional con rotación y desempeño auditado.	El reporte ECCO completo contiene promedios perceptuales, no panel organizacional con rotación y desempeño auditado. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	MAIN:forense/notas/2026-08-08-verif3.md:L250
REL-d630dc1ea394364e53631401	N13	ISSP	OE-366d9c5884d65abb8547ae56	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-SATISFACE	845 objetos del ZA5900.sav, 58 reactivos del cuestionario mexicano y 40852 secciones del codebook; sin abrir celdas de microdato	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Obtener codebook.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L9
REL-d67770c443936b1d84304513	N19	ENAFIN	OE-a5edd5e72023c3fd62443723	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Descargar el levantamiento y diccionario ENAFIN pertinente; mapear variable y desenlace concretos de la necesidad.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62
REL-d7d327e72f466b970d040e81	N5	ENSAFI	OE-898b66368975b11d6bcfe283	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-d82eb6cef055001e7587db31	N2	ENCOAP	OE-52c65e0d0129b5272522d037	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4
REL-d8938c906b2a1f8b99f39802	N14	ENCUCI	OE-7bcdf8692160761ace39557f	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	ENCUCI mide AP5_1_1/2/3 de confianza, mientras la matriz documenta que el desenlace financiero vive en otra fuente.	El reactivo existe, pero N14 exige confianza y desenlace financiero en la misma muestra. | Reserva: La magnitud es dependiente del reactivo y no debe colapsarse. | Siguiente: Usar ENCUCI solo para medir confianza; buscar un instrumento financiero con reactivo equivalente para el puente.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Buscar instrumento conjunto.	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L94
REL-d95cc52727af8a19185fd47b	N10	ENSAFI	OE-3cab085c2ad926180dcdd8b7	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	[SIN TEXTO -- mismo caso que IMPULSIVID; nombre de columna derivada sin pregunta documentada]	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos futuro/planear/planeacion/plazo = 0 en columnas P-numeradas; ORIEN_FUT hallado por lectura manual (mismo bloque de indices derivados que IMPULSIVID); aunque se verificara el texto, la necesidad 10 exige co-observacion con desenlace de G4 y ENSAFI no lo trae, 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L4
